language,sent_id,N,L,d_real,d_min,d_rand,omega
Arabic,w01019073,13,12,2.8205,1.8462,3.5031,0.4119
Arabic,w01020016,22,21,3.9481,1.9091,4.7907,0.2924
Arabic,w01020017,30,29,4.4092,1.9333,5.7619,0.3533
Arabic,w01020018,31,30,4.8215,1.9355,5.8133,0.2558
Arabic,w01020019,32,31,4.006,1.9375,6.0048,0.4914
Arabic,w01020020,27,26,3.5442,1.9259,5.3925,0.5332
Arabic,w01022033,24,23,4.0036,1.9167,5.0873,0.3418
Arabic,w01022055,10,9,2.3333,1.8,2.9491,0.5359
Arabic,w01022092,12,11,2.5303,1.8333,3.333,0.5353
Arabic,w01023074,23,22,3.502,1.913,4.9486,0.4766
Arabic,w01023120,15,14,2.7048,1.8667,3.7933,0.565
Arabic,w01025083,31,30,4.1032,1.9355,5.8883,0.4516
Arabic,w01025084,22,21,3.8095,1.9091,4.7813,0.3383
Arabic,w01025085,32,31,4.9355,1.9375,6.0412,0.2694
Arabic,w01025086,26,25,4.0031,1.9231,5.2942,0.383
Arabic,w01025087,10,9,2.3333,1.8,2.9831,0.5492
Arabic,w01026024,14,13,3.5385,1.8571,3.5908,0.0302
Arabic,w01026037,33,32,4.2273,1.9394,6.0149,0.4386
Arabic,w01027007,14,13,2.9121,1.8571,3.673,0.419
Arabic,w01027015,17,16,3.1176,1.8824,4.0615,0.4331
Arabic,w01027035,13,12,2.8974,1.8462,3.4614,0.3492
Arabic,w01028004,12,11,2.8182,1.8333,3.3014,0.3292
Arabic,w01028050,24,23,4.3333,1.9167,5.0197,0.2212
Arabic,w01028069,17,16,4.3382,1.8824,4.0718,-0.1217
Arabic,w01029015,24,23,4.0399,1.9167,5.097,0.3324
Arabic,w01029049,16,15,3.0417,1.875,3.9549,0.4391
Arabic,w01029083,22,21,3.8182,1.9091,4.7342,0.3242
Arabic,w01030092,15,14,3.1238,1.8667,3.8135,0.3543
Arabic,w01030093,39,38,4.2294,1.9487,6.7104,0.521
Arabic,w01030094,19,18,3.6842,1.8947,4.3795,0.2798
Arabic,w01030095,20,19,4.2947,1.9,4.5574,0.0989
Arabic,w01030096,45,44,5.0909,1.9556,7.2325,0.4058
Arabic,w01031003,12,11,3.5,1.8333,3.3134,-0.1261
Arabic,w01031015,27,26,4.0969,1.9259,5.3764,0.3708
Arabic,w01031034,7,6,2.0,1.7143,2.3557,0.5546
Arabic,w01032139,9,8,2.7778,1.7778,2.7953,0.0172
Arabic,w01033022,9,8,2.6111,1.7778,2.7719,0.1618
Arabic,w01033025,9,8,2.3889,1.7778,2.7828,0.3919
Arabic,w01033061,8,7,2.5357,1.75,2.5675,0.0389
Arabic,w01033067,19,18,3.1228,1.8947,4.3875,0.5074
Arabic,w01034023,22,21,3.7229,1.9091,4.7782,0.3678
Arabic,w01035079,30,29,4.4115,1.9333,5.7601,0.3524
Arabic,w01035080,29,28,3.4778,1.931,5.6129,0.5799
Arabic,w01035081,13,12,3.0256,1.8462,3.4714,0.2743
Arabic,w01035082,41,40,4.7707,1.9512,6.96,0.4371
Arabic,w01035083,13,12,2.8718,1.8462,3.4777,0.3714
Arabic,w01036044,21,20,2.981,1.9048,4.669,0.6107
Arabic,w01036077,11,10,2.7636,1.8182,3.1425,0.2861
Arabic,w01037024,13,12,3.1282,1.8462,3.4868,0.2186
Arabic,w01037080,20,19,3.4842,1.9,4.5119,0.3935
Arabic,w01038009,18,17,3.4314,1.8889,4.2849,0.3562
Arabic,w01038016,18,17,3.268,1.8889,4.238,0.4129
Arabic,w01038022,23,22,3.2016,1.913,4.9251,0.5722
Arabic,w01038044,16,15,3.1417,1.875,3.9633,0.3934
Arabic,w01039032,15,14,3.4476,1.8667,3.7902,0.1781
Arabic,w01039058,24,23,4.2609,1.9167,5.0525,0.2524
Arabic,w01039065,27,26,3.6695,1.9259,5.2817,0.4804
Arabic,w01040100,21,20,3.9333,1.9048,4.7793,0.2943
Arabic,w01040101,25,24,3.5467,1.92,5.2904,0.5174
Arabic,w01040102,18,17,3.9935,1.8889,4.2069,0.0921
Arabic,w01040103,12,11,2.7121,1.8333,3.3368,0.4155
Arabic,w01040104,18,17,3.732,1.8889,4.2514,0.2198
Arabic,w01041046,15,14,2.9905,1.8667,3.866,0.4379
Arabic,w01042055,17,16,3.0735,1.8824,4.0932,0.4612
Arabic,w01043027,23,22,3.415,1.913,4.9286,0.5019
Arabic,w01043065,22,21,4.0649,1.9091,4.7917,0.2521
Arabic,w01044010,25,24,3.3733,1.92,5.1141,0.545
Arabic,w01045002,26,25,4.4062,1.9231,5.387,0.2832
Arabic,w01045003,43,42,4.3101,1.9535,7.0309,0.5359
Arabic,w01045004,15,14,2.8,1.8667,3.8168,0.5214
Arabic,w01045005,44,43,4.4493,1.9545,7.1289,0.5179
Arabic,w01045006,31,30,4.1462,1.9355,5.9116,0.444
Arabic,w01046011,21,20,3.4095,1.9048,4.6097,0.4437
Arabic,w01046056,18,17,3.3791,1.8889,4.2618,0.372
Arabic,w01047008,20,19,3.8789,1.9,4.5214,0.2451
Arabic,w01047071,19,18,3.5556,1.8947,4.4174,0.3416
Arabic,w01047094,37,36,4.2432,1.9459,6.5932,0.5057
Arabic,w01047104,22,21,4.5368,1.9091,4.757,0.0773
Arabic,w01048027,23,22,3.8893,1.913,4.9082,0.3402
Arabic,w01048090,21,20,3.2667,1.9048,4.6609,0.5059
Arabic,w01049051,19,18,3.2749,1.8947,4.4144,0.4523
Arabic,w01049066,19,18,3.4503,1.8947,4.413,0.3823
Arabic,w01049082,30,29,4.1632,1.9333,5.724,0.4118
Arabic,w01050067,16,15,2.9833,1.875,3.9311,0.461
Arabic,w01050068,16,15,3.1833,1.875,3.9486,0.3691
Arabic,w01050069,16,15,3.425,1.875,3.9495,0.2528
Arabic,w01050070,34,33,4.1319,1.9412,6.1577,0.4804
Arabic,w01050071,21,20,3.5524,1.9048,4.605,0.3898
Arabic,w01051032,15,14,2.9905,1.8667,3.775,0.4111
Arabic,w01051080,37,36,4.5646,1.9459,6.4028,0.4125
Arabic,w01052022,18,17,3.281,1.8889,4.2594,0.4127
Arabic,w01052038,34,33,4.3868,1.9412,6.1363,0.417
Arabic,w01052046,23,22,3.5889,1.913,4.9415,0.4466
Arabic,w01053015,15,14,3.8667,1.8667,3.8151,-0.0264
Arabic,w01053031,21,20,3.5429,1.9048,4.6687,0.4073
Arabic,w01053045,24,23,3.6522,1.9167,5.0189,0.4406
Arabic,w01053062,26,25,3.6831,1.9231,5.3279,0.4831
Arabic,w01053067,21,20,3.7524,1.9048,4.6155,0.3184
Arabic,w01054107,17,16,2.9412,1.8824,4.0731,0.5167
Arabic,w01056103,30,29,4.3632,1.9333,5.7386,0.3614
Arabic,w01057006,9,8,2.6111,1.7778,2.7433,0.1369
Arabic,w01057016,22,21,4.3723,1.9091,4.8067,0.1499
Arabic,w01057041,31,30,3.7935,1.9355,5.8395,0.5241
Arabic,w01058009,12,11,2.5303,1.8333,3.2757,0.5168
Arabic,w01058013,10,9,2.6,1.8,2.9479,0.3031
Arabic,w01060037,24,23,3.5036,1.9167,4.9642,0.4793
Arabic,w01060038,22,21,4.1472,1.9091,4.8177,0.2305
Arabic,w01060039,20,19,3.7263,1.9,4.5075,0.2996
Arabic,w01060040,19,18,3.3216,1.8947,4.3925,0.4287
Arabic,w01060041,32,31,5.246,1.9375,6.0591,0.1973
Arabic,w01061050,20,19,3.3947,1.9,4.518,0.429
Arabic,w01062037,28,27,3.6005,1.9286,5.4967,0.5314
Arabic,w01062063,38,37,4.4936,1.9474,6.6371,0.4571
Arabic,w01063048,25,24,3.5733,1.92,5.146,0.4875
Arabic,w01064034,8,7,2.3214,1.75,2.593,0.3222
Arabic,w01065018,50,49,4.858,1.96,7.67,0.4925
Arabic,w01065019,30,29,4.2598,1.9333,5.8244,0.4021
Arabic,w01065020,22,21,4.8874,1.9091,4.8312,-0.0193
Arabic,w01065021,20,19,4.0105,1.9,4.5116,0.1919
Arabic,w01065022,27,26,4.6211,1.9259,5.3701,0.2175
Arabic,w01066003,29,28,4.803,1.931,5.609,0.2192
Arabic,w01066006,16,15,3.0083,1.875,3.9195,0.4457
Arabic,w01066008,24,23,3.9275,1.9167,5.0358,0.3553
Arabic,w01066040,31,30,4.8043,1.9355,5.8207,0.2616
Arabic,w01067032,20,19,3.5105,1.9,4.5366,0.3892
Arabic,w01067059,17,16,3.7941,1.8824,4.0946,0.1358
Arabic,w01067103,18,17,3.7647,1.8889,4.2205,0.1955
Arabic,w01068027,29,28,4.9458,1.931,5.6346,0.186
Arabic,w01068056,5,4,1.8,1.6,1.883,0.2933
Arabic,w01069007,18,17,3.4902,1.8889,4.2241,0.3143
Arabic,w01069040,19,18,3.345,1.8947,4.3826,0.4171
Arabic,w01069056,25,24,3.9867,1.92,5.1554,0.3612
Arabic,w01069094,25,24,4.1467,1.92,5.1166,0.3034
Arabic,w01070031,32,31,5.4738,1.9375,6.0334,0.1366
Arabic,w01070032,11,10,2.9091,1.8182,3.1124,0.1571
Arabic,w01070033,16,15,3.275,1.875,3.9488,0.3249
Arabic,w01070034,18,17,3.4837,1.8889,4.228,0.3182
Arabic,w01070035,7,6,2.1905,1.7143,2.3662,0.2695
Arabic,w01071036,6,5,2.0667,1.6667,2.126,0.1292
Arabic,w01071043,12,11,2.8485,1.8333,3.3442,0.3281
Arabic,w01072002,33,32,4.7727,1.9394,6.0494,0.3106
Arabic,w01072046,10,9,2.4222,1.8,2.9444,0.4563
Arabic,w01072065,18,17,3.2222,1.8889,4.18,0.418
Arabic,w01072079,16,15,3.3583,1.875,3.968,0.2913
Arabic,w01073007,24,23,3.8877,1.9167,5.073,0.3755
Arabic,w01073042,28,27,4.7249,1.9286,5.4962,0.2162
Arabic,w01073054,24,23,3.6957,1.9167,5.0981,0.4408
Arabic,w01073067,20,19,3.2579,1.9,4.4653,0.4707
Arabic,w01073075,13,12,2.5128,1.8462,3.4332,0.5799
Arabic,w01074088,32,31,4.3669,1.9375,5.8873,0.3849
Arabic,w01075036,31,30,4.6667,1.9355,5.8414,0.3008
Arabic,w01075037,52,51,5.2345,1.9615,7.9333,0.4519
Arabic,w01075038,25,24,4.0333,1.92,5.111,0.3377
Arabic,w01075039,45,44,5.0,1.9556,7.2049,0.42
Arabic,w01075040,16,15,3.6167,1.875,3.9679,0.1678
Arabic,w01076039,18,17,3.6275,1.8889,4.2434,0.2616
Arabic,w01076054,31,30,4.1247,1.9355,5.7642,0.4282
Arabic,w01078013,20,19,3.4895,1.9,4.5741,0.4056
Arabic,w01079038,11,10,2.7636,1.8182,3.1524,0.2914
Arabic,w01079049,21,20,3.7143,1.9048,4.6916,0.3507
Arabic,w01079057,26,25,3.4215,1.9231,5.249,0.5495
Arabic,w01079077,30,29,3.4828,1.9333,5.7114,0.5899
Arabic,w01080128,15,14,3.6762,1.8667,3.8405,0.0832
Arabic,w01080129,9,8,2.3889,1.7778,2.735,0.3616
Arabic,w01080130,19,18,3.6725,1.8947,4.4188,0.2957
Arabic,w01080131,36,35,4.2921,1.9444,6.3776,0.4704
Arabic,w01080132,25,24,3.7467,1.92,5.121,0.4294
Arabic,w01081030,9,8,2.5,1.7778,2.7519,0.2586
Arabic,w01082055,13,12,3.1282,1.8462,3.4208,0.1858
Arabic,w01083007,17,16,3.4559,1.8824,4.0995,0.2903
Arabic,w01083021,22,21,4.7359,1.9091,4.7629,0.0094
Arabic,w01084085,11,10,3.0545,1.8182,3.1527,0.0736
Arabic,w01084102,21,20,3.8,1.9048,4.6475,0.309
Arabic,w01085004,9,8,2.4444,1.7778,2.7653,0.3249
Arabic,w01085005,25,24,3.36,1.92,5.1022,0.5475
Arabic,w01085006,24,23,4.0072,1.9167,5.0075,0.3236
Arabic,w01085007,14,13,2.7473,1.8571,3.6585,0.5059
Arabic,w01085008,19,18,3.2749,1.8947,4.3808,0.4449
Arabic,w01086012,12,11,2.7273,1.8333,3.307,0.3934
Arabic,w01086037,17,16,3.1176,1.8824,4.1784,0.462
Arabic,w01087052,29,28,3.9704,1.931,5.6329,0.4491
Arabic,w01088099,19,18,3.8713,1.8947,4.3967,0.21
Arabic,w01089017,15,14,3.0095,1.8667,3.8102,0.412
Arabic,w01089040,24,23,3.6667,1.9167,5.0205,0.4362
Arabic,w01089068,25,24,3.6733,1.92,5.1632,0.4594
Arabic,w01091016,35,34,4.5244,1.9429,6.2231,0.3969
Arabic,w01091045,21,20,3.7333,1.9048,4.6149,0.3253
Arabic,w01092019,14,13,3.022,1.8571,3.624,0.3407
Arabic,w01092032,11,10,3.0545,1.8182,3.1225,0.0521
Arabic,w01093028,22,21,3.2727,1.9091,4.7517,0.5203
Arabic,w01094022,19,18,4.3392,1.8947,4.3319,-0.003
Arabic,w01094066,30,29,4.8092,1.9333,5.6982,0.2361
Arabic,w01095089,39,38,4.0189,1.9487,6.6741,0.5619
Arabic,w01095090,13,12,2.8205,1.8462,3.4627,0.3973
Arabic,w01095091,31,30,4.0602,1.9355,5.8737,0.4605
Arabic,w01095092,25,24,3.4267,1.92,5.2142,0.5426
Arabic,w01095093,28,27,3.5265,1.9286,5.5443,0.5581
Arabic,w01096013,36,35,4.5968,1.9444,6.4154,0.4067
Arabic,w01096055,20,19,3.8105,1.9,4.4961,0.2641
Arabic,w01096074,24,23,4.0978,1.9167,5.0351,0.3006
Arabic,w01097059,14,13,3.1099,1.8571,3.6031,0.2825
Arabic,w01097104,21,20,4.0667,1.9048,4.6505,0.2126
Arabic,w01098043,24,23,3.9058,1.9167,5.0233,0.3597
Arabic,w01099012,11,10,3.2364,1.8182,3.1204,-0.0891
Arabic,w01099045,20,19,3.3684,1.9,4.5123,0.4379
Arabic,w01100046,31,30,4.8,1.9355,5.837,0.2658
Arabic,w01100047,15,14,3.1619,1.8667,3.8167,0.3358
Arabic,w01100048,25,24,4.3867,1.92,5.1161,0.2282
Arabic,w01100049,29,28,4.7833,1.931,5.622,0.2272
Arabic,w01100050,16,15,3.3,1.875,3.9993,0.3292
Arabic,w01101020,26,25,4.4585,1.9231,5.3172,0.253
Arabic,w01101046,17,16,3.7794,1.8824,4.1465,0.1621
Arabic,w01101084,22,21,3.8485,1.9091,4.7804,0.3246
Arabic,w01102020,30,29,4.8575,1.9333,5.8199,0.2476
Arabic,w01102040,25,24,3.2267,1.92,5.1337,0.5934
Arabic,w01103022,35,34,4.4235,1.9429,6.2865,0.4289
Arabic,w01105053,42,41,4.36,1.9524,7.0091,0.5239
Arabic,w01105054,41,40,4.9854,1.9512,6.8809,0.3845
Arabic,w01105055,41,40,4.5878,1.9512,6.8642,0.4633
Arabic,w01105056,19,18,3.345,1.8947,4.4045,0.4221
Arabic,w01105057,30,29,3.9655,1.9333,5.6854,0.4584
Arabic,w01106021,9,8,2.3889,1.7778,2.7931,0.3981
Arabic,w01106052,16,15,3.425,1.875,3.9508,0.2533
Arabic,w01106073,13,12,2.5897,1.8462,3.4999,0.5504
Arabic,w01107013,13,12,3.1282,1.8462,3.4776,0.2141
Arabic,w01107063,13,12,3.3333,1.8462,3.5154,0.1091
Arabic,w01107124,30,29,4.469,1.9333,5.717,0.3299
Arabic,w01108036,22,21,3.4026,1.9091,4.7394,0.4723
Arabic,w01108063,21,20,3.6476,1.9048,4.6773,0.3714
Arabic,w01109009,10,9,2.4667,1.8,2.9689,0.4297
Arabic,w01109036,9,8,2.2778,1.7778,2.7861,0.5041
Arabic,w01109120,14,13,2.6703,1.8571,3.5868,0.5298
Arabic,w01111021,19,18,3.3684,1.8947,4.3599,0.4022
Arabic,w01111089,17,16,3.25,1.8824,4.0867,0.3796
Arabic,w01111093,16,15,3.0917,1.875,3.8824,0.3939
Arabic,w01112060,13,12,3.0769,1.8462,3.4674,0.2409
Arabic,w01112098,23,22,3.3043,1.913,4.8922,0.533
Arabic,w01113033,22,21,4.697,1.9091,4.7583,0.0215
Arabic,w01113046,18,17,2.8497,1.8889,4.3108,0.6033
Arabic,w01113058,19,18,3.076,1.8947,4.2913,0.5071
Arabic,w01113074,27,26,5.4929,1.9259,5.4253,-0.0193
Arabic,w01114053,19,18,3.3684,1.8947,4.4486,0.423
Arabic,w01115022,24,23,3.6594,1.9167,5.0598,0.4455
Arabic,w01115023,20,19,3.7105,1.9,4.569,0.3216
Arabic,w01115024,13,12,3.0513,1.8462,3.5128,0.2769
Arabic,w01115025,32,31,4.3427,1.9375,5.9938,0.407
Arabic,w01115026,5,4,1.8,1.6,1.888,0.3056
Arabic,w01116036,8,7,2.2143,1.75,2.5643,0.4298
Arabic,w01116088,31,30,4.9849,1.9355,5.8743,0.2258
Arabic,w01116100,14,13,2.8022,1.8571,3.6564,0.4747
Arabic,w01117009,17,16,3.9706,1.8824,4.1052,0.0606
Arabic,w01117029,13,12,2.7179,1.8462,3.4949,0.4712
Arabic,w01117034,26,25,4.0615,1.9231,5.2788,0.3627
Arabic,w01119059,24,23,3.7572,1.9167,5.083,0.4187
Arabic,w01119076,24,23,3.8225,1.9167,5.0466,0.3911
Arabic,w01119100,25,24,3.8467,1.92,5.0607,0.3865
Arabic,w01121052,29,28,3.6601,1.931,5.552,0.5225
Arabic,w01122031,35,34,4.3664,1.9429,6.3089,0.4449
Arabic,w01122064,30,29,4.0368,1.9333,5.7031,0.442
Arabic,w01124011,43,42,4.1794,1.9535,7.0035,0.5592
Arabic,w01124049,21,20,3.581,1.9048,4.7103,0.4025
Arabic,w01125034,28,27,3.8836,1.9286,5.4378,0.4429
Arabic,w01125035,19,18,3.3333,1.8947,4.404,0.4267
Arabic,w01125036,20,19,2.8842,1.9,4.5699,0.6314
Arabic,w01125037,12,11,2.9848,1.8333,3.2759,0.2018
Arabic,w01125038,33,32,4.1439,1.9394,6.0736,0.4668
Arabic,w01127071,15,14,2.7619,1.8667,3.807,0.5386
Arabic,w01127096,22,21,3.9394,1.9091,4.7987,0.2974
Arabic,w01128053,27,26,3.8291,1.9259,5.352,0.4445
Arabic,w01128059,17,16,3.6324,1.8824,4.0789,0.2033
Arabic,w01129019,9,8,2.2778,1.7778,2.7967,0.5093
Arabic,w01129037,14,13,3.1648,1.8571,3.6465,0.2692
Arabic,w01129053,32,31,4.1371,1.9375,5.9999,0.4586
Arabic,w01130099,21,20,3.1524,1.9048,4.6295,0.5421
Arabic,w01130100,29,28,4.2709,1.931,5.6726,0.3746
Arabic,w01130101,34,33,4.5383,1.9412,6.1185,0.3783
Arabic,w01130102,29,28,4.069,1.931,5.6547,0.4259
Arabic,w01130103,16,15,3.0583,1.875,3.9354,0.4257
Arabic,w01131060,15,14,3.0857,1.8667,3.8062,0.3715
Arabic,w01131076,24,23,3.7391,1.9167,4.9913,0.4073
Arabic,w01132042,25,24,4.82,1.92,5.1115,0.0913
Arabic,w01132056,21,20,3.3333,1.9048,4.6389,0.4775
Arabic,w01132081,31,30,5.6774,1.9355,5.813,0.035
Arabic,w01133014,27,26,4.5128,1.9259,5.4163,0.2588
Arabic,w01133016,26,25,3.9631,1.9231,5.2585,0.3884
Arabic,w01134009,14,13,2.7473,1.8571,3.6342,0.4991
Arabic,w01134062,31,30,4.1376,1.9355,5.795,0.4294
Arabic,w01134078,12,11,3.3485,1.8333,3.3493,0.0005
Arabic,w01135034,17,16,3.25,1.8824,4.0878,0.3799
Arabic,w01135035,33,32,4.5568,1.9394,6.0769,0.3674
Arabic,w01135036,25,24,3.5667,1.92,5.1411,0.4888
Arabic,w01135037,25,24,4.1067,1.92,5.098,0.3119
Arabic,w01135038,44,43,4.8425,1.9545,7.226,0.4522
Arabic,w01136029,12,11,2.697,1.8333,3.2942,0.4088
Arabic,w01136074,24,23,4.4348,1.9167,4.9247,0.1629
Arabic,w01137050,25,24,3.9933,1.92,5.1366,0.3554
Arabic,w01137068,23,22,3.8814,1.913,4.9922,0.3607
Arabic,w01137087,26,25,4.0831,1.9231,5.1964,0.3401
Arabic,w01138045,25,24,3.1867,1.92,5.1079,0.6027
Arabic,w01139043,10,9,2.5778,1.8,2.9372,0.3161
Arabic,w01139090,11,10,2.9091,1.8182,3.114,0.1581
Arabic,w01140030,35,34,5.637,1.9429,6.2449,0.1413
Arabic,w01140031,32,31,4.8609,1.9375,5.9446,0.2704
Arabic,w01140032,13,12,3.0,1.8462,3.5024,0.3034
Arabic,w01140033,22,21,3.5758,1.9091,4.861,0.4354
Arabic,w01140034,21,20,3.8571,1.9048,4.7156,0.3054
Arabic,w01141025,20,19,3.2895,1.9,4.4799,0.4614
Arabic,w01141077,14,13,2.8901,1.8571,3.619,0.4137
Arabic,w01141137,9,8,2.3333,1.7778,2.7594,0.4341
Arabic,w01142013,38,37,5.111,1.9474,6.6091,0.3214
Arabic,w01142031,6,5,2.0667,1.6667,2.1367,0.1489
Arabic,w01142063,11,10,2.8727,1.8182,3.1235,0.1921
Arabic,w01143015,21,20,3.3143,1.9048,4.6121,0.4794
Arabic,w01143037,30,29,4.0069,1.9333,5.8093,0.465
Arabic,w01144031,12,11,2.6515,1.8333,3.2833,0.4357
Arabic,w01144056,25,24,3.72,1.92,5.1916,0.4498
Arabic,w01144063,29,28,3.6552,1.931,5.5984,0.5299
Arabic,w01144084,33,32,4.4015,1.9394,6.0315,0.3983
Arabic,w01144086,16,15,3.0333,1.875,3.9509,0.442
Arabic,w01146051,21,20,4.1238,1.9048,4.6802,0.2005
Arabic,w01146099,11,10,2.9091,1.8182,3.1256,0.1656
Arabic,w01147010,21,20,3.8571,1.9048,4.6753,0.2953
Arabic,w01147018,47,46,5.21,1.9574,7.3623,0.3982
Arabic,w01147122,20,19,3.7895,1.9,4.5166,0.2779
Arabic,w01148068,18,17,3.0654,1.8889,4.2384,0.4993
Arabic,w01149002,24,23,3.8841,1.9167,5.024,0.3669
Arabic,w01149077,31,30,4.1505,1.9355,5.7898,0.4253
Arabic,w01149088,30,29,4.0161,1.9333,5.6872,0.4452
Arabic,w01150044,11,10,3.1636,1.8182,3.1251,-0.0295
Arabic,w01150045,21,20,4.0952,1.9048,4.6383,0.1987
Arabic,w01150046,20,19,3.7789,1.9,4.4897,0.2744
Arabic,w01150047,32,31,3.9778,1.9375,6.0372,0.5023
Arabic,w01150048,42,41,4.9733,1.9524,7.0012,0.4017
Arabic,n02002007,15,14,3.219,1.8667,3.7922,0.2977
Arabic,n02004007,14,13,3.0989,1.8571,3.619,0.2952
Arabic,n02006006,21,20,3.5905,1.9048,4.6384,0.3833
Arabic,n02007010,24,23,3.8478,1.9167,5.0583,0.3853
Arabic,n02011003,25,24,4.8467,1.92,5.0951,0.0783
Arabic,n02011018,11,10,2.8364,1.8182,3.1187,0.2171
Arabic,n02016006,18,17,3.1307,1.8889,4.2606,0.4764
Arabic,n02017008,16,15,2.975,1.875,3.9384,0.4669
Arabic,n02022015,7,6,2.0,1.7143,2.3662,0.5617
Arabic,n02024008,23,22,3.249,1.913,4.8713,0.5484
Arabic,n02027007,15,14,3.0095,1.8667,3.8073,0.4111
Arabic,n02027019,9,8,2.5556,1.7778,2.7731,0.2185
Arabic,n02027021,52,51,5.4774,1.9615,7.9157,0.4095
Arabic,n02030005,14,13,2.4505,1.8571,3.659,0.6707
Arabic,n02031071,11,10,2.5818,1.8182,3.1733,0.4365
Arabic,n02032022,28,27,4.246,1.9286,5.5173,0.3542
Arabic,n02033063,8,7,2.25,1.75,2.5527,0.3771
Arabic,n02033113,25,24,3.7933,1.92,5.1694,0.4235
Arabic,n02034018,17,16,3.3088,1.8824,4.1546,0.3722
Arabic,n02036018,11,10,2.8727,1.8182,3.1431,0.2041
Arabic,n02038007,12,11,2.8485,1.8333,3.3216,0.3179
Arabic,n02040023,15,14,3.2381,1.8667,3.793,0.2881
Arabic,n02041014,7,6,2.4762,1.7143,2.3257,-0.2461
Arabic,n02042005,13,12,3.2564,1.8462,3.5162,0.1555
Arabic,n02042026,22,21,3.2597,1.9091,4.8007,0.5329
Arabic,n02042028,11,10,2.4,1.8182,3.1445,0.5613
Arabic,n02043008,8,7,1.9286,1.75,2.5511,0.7771
Arabic,n02044008,15,14,3.181,1.8667,3.8383,0.3334
Arabic,n02044009,25,24,3.4467,1.92,5.1592,0.5287
Arabic,n02046037,8,7,2.2143,1.75,2.5684,0.4327
Arabic,n02048002,7,6,2.4762,1.7143,2.3662,-0.1687
Arabic,n02050052,14,13,3.3956,1.8571,3.6306,0.1325
Arabic,n02052023,18,17,3.0784,1.8889,4.2575,0.4978
Arabic,n02056019,9,8,2.7222,1.7778,2.7717,0.0497
Arabic,n02058056,24,23,3.7101,1.9167,5.0047,0.4192
Arabic,n02066010,28,27,4.3016,1.9286,5.4728,0.3305
Arabic,n02066011,24,23,4.6377,1.9167,5.0862,0.1415
Arabic,n02068010,11,10,2.8727,1.8182,3.1422,0.2035
Arabic,n02068015,6,5,2.0667,1.6667,2.1417,0.1579
Arabic,n02069039,13,12,2.641,1.8462,3.4612,0.5078
Arabic,n02073024,17,16,3.4118,1.8824,4.1255,0.3182
Arabic,n02074009,36,35,5.1016,1.9444,6.4392,0.2976
Arabic,n02075020,11,10,2.7636,1.8182,3.0998,0.2623
Arabic,n02076003,43,42,4.9767,1.9535,7.08,0.4103
Arabic,n02078004,13,12,3.0769,1.8462,3.4801,0.2468
Arabic,n02078011,13,12,2.8974,1.8462,3.4576,0.3476
Arabic,n02079042,9,8,2.3889,1.7778,2.7669,0.3822
Arabic,n02081019,51,50,4.811,1.9608,7.8424,0.5154
Arabic,n02082017,21,20,3.2571,1.9048,4.6656,0.5102
Arabic,n02083054,31,30,4.4086,1.9355,5.8336,0.3656
Arabic,n03001007,24,23,4.2283,1.9167,5.0638,0.2655
Arabic,n03001019,21,20,2.9048,1.9048,4.6058,0.6298
Arabic,n03001023,29,28,3.9458,1.931,5.6849,0.4633
Arabic,n03001030,9,8,2.3333,1.7778,2.7719,0.4412
Arabic,n03002003,14,13,3.1648,1.8571,3.6536,0.2721
Arabic,n03002010,19,18,3.2281,1.8947,4.3574,0.4586
Arabic,n03003025,15,14,3.4476,1.8667,3.829,0.1944
Arabic,n03003036,26,25,4.1415,1.9231,5.3405,0.3508
Arabic,n03004003,31,30,4.9978,1.9355,5.8579,0.2193
Arabic,n03005007,17,16,3.0588,1.8824,4.1119,0.4723
Arabic,n03005025,28,27,3.3148,1.9286,5.5598,0.6182
Arabic,n03006003,16,15,3.175,1.875,3.8958,0.3567
Arabic,n03006008,20,19,4.4211,1.9,4.5268,0.0403
Arabic,n03006016,12,11,2.7121,1.8333,3.308,0.4041
Arabic,n03006028,32,31,4.3407,1.9375,5.8959,0.3929
Arabic,n03006034,15,14,2.819,1.8667,3.8141,0.511
Arabic,n03007003,13,12,3.2821,1.8462,3.4919,0.1275
Arabic,n03007006,14,13,3.0989,1.8571,3.6394,0.3033
Arabic,n03007009,27,26,3.7607,1.9259,5.4065,0.4729
Arabic,n03007011,12,11,3.0303,1.8333,3.2849,0.1754
Arabic,n03008011,14,13,3.2308,1.8571,3.7291,0.2662
Arabic,n03009006,22,21,3.7792,1.9091,4.7991,0.3529
Arabic,n03009011,25,24,4.5933,1.92,5.1805,0.1801
Arabic,n03010012,27,26,4.0912,1.9259,5.3869,0.3744
Arabic,n03010019,6,5,2.0667,1.6667,2.1067,0.0909
Arabic,n04001002,31,30,4.8172,1.9355,5.8931,0.2719
Arabic,n04001013,23,22,3.3281,1.913,4.9975,0.5412
Arabic,n04002020,15,14,3.3333,1.8667,3.7824,0.2344
Arabic,n04002027,17,16,3.4118,1.8824,4.0351,0.2895
Arabic,n04002029,10,9,2.6667,1.8,2.9499,0.2463
Arabic,n04003043,9,8,2.2222,1.7778,2.7831,0.5579
Arabic,n04005003,23,22,3.9051,1.913,4.9479,0.3436
Arabic,n04005016,15,14,3.219,1.8667,3.8296,0.311
Arabic,n04006003,15,14,3.5429,1.8667,3.8047,0.1351
